data-page-selector,full_address,County,Property Type,Subtype,Tenancy,Total Building SqFt,Total Building Suites,has_parking,Vacant SqFt
https://www.crexi.com/lease/properties/694735/california-skyline-plaza-shopping-center,"5-192 Skyline Plaza, Daly City, CA 94015",San Mateo County,"Retail, Office, Restaurant","Executive Office, Medical Office, Shopping Center",Multiple,"104,000",,FALSE,"5,224"
https://www.crexi.com/lease/properties/885018/california-171-main-street,"171 Main St, Brawley, CA 92227",,"Retail, Office, Restaurant","Traditional Office, Coworking, Creative Office, Medical Office, Executive Office",Single,"4,200",,FALSE,"4,200"
https://www.crexi.com/lease/properties/32377/california-oak-crest-office-park,"31248 Oak Crest Dr, Westlake Village, CA 91361",Ventura County,"Retail, Office, Restaurant","Executive Office, Creative Office, hotels",Multiple,"53,133",,TRUE,"15,507"
https://www.crexi.com/lease/properties/697508/california-901-abbot-kinney-blvd,"901 Abbot Kinney Blvd, Venice, CA 90291",Los Angeles County,"Retail, Office, Restaurant",Executive Office,Multiple,"14,275",,TRUE,"14,275"
https://www.crexi.com/lease/properties/974869/california-1195-w-mission-blvd,"1195 W Mission Blvd, Pomona, CA 91766",Los Angeles County,"Retail, Office, Restaurant","Executive Office, Commercial",Single,"1,125",,FALSE,"1,125"
https://www.crexi.com/lease/properties/948991/california-high-street-depot-retail-spaces-coming-soon,"80 E High St, Moorpark, CA 93021",,"Retail, Office, Restaurant","Traditional Office, Creative Office",Multiple,"13,451",,FALSE,"13,451"
https://www.crexi.com/lease/properties/980711/california-5400-s-western-ave,"5404 S Western Ave, Los Angeles, CA 90062",,"Retail, Office, Restaurant","Traditional Office, Coworking, Medical Office, Creative Office, Executive Office",Multiple,"10,000",,FALSE,"10,000"
https://www.crexi.com/lease/properties/298400/california-595-east-colorado-boulevard,"595 East Colorado Blvd, Pasadena, CA 91101",Los Angeles County,"Retail, Office, Restaurant","Executive Office, Commercial",Multiple,"30,234",,TRUE,"2,315"
https://www.crexi.com/lease/properties/759059/california-shasta-crossroads,"1330 Churn Creek Road, Redding, CA 96003",Shasta County,"Retail, Office, Restaurant","Medical Office, Commercial",Multiple,"114,453",,FALSE,"13,901"
https://www.crexi.com/lease/properties/319395/california-2900-townsgate-road-214,"2900 Townsgate Road, Westlake Village, CA 91361",Ventura County,"Retail, Office, Restaurant","Executive Office, Commercial",Multiple,"12,557",,FALSE,"12,557"
https://www.crexi.com/lease/properties/399818/california-8000-sunset-strip-sc,"8000 Sunset Blvd, Los Angeles, CA 90046",Los Angeles County,"Retail, Office, Restaurant","Executive Office, Commercial, Storage",Multiple,"170,756",,TRUE,"15,777"
https://www.crexi.com/lease/properties/591016/california-westlake-shopping-center,"3501 Del Paso Rd, Sacramento, CA 95835",Sacramento County,"Retail, Office, Restaurant","Executive Office, Shopping Center",Multiple,"31,980",,FALSE,"1,950"
https://www.crexi.com/lease/properties/720766/frontier-town-suite-20,"3507 Tully Rd, Modesto, CA 95356",,"Retail, Office, Restaurant","Traditional Office, Executive Office, Medical Office",Multiple,"36,869",20,TRUE,"3,700"
https://www.crexi.com/lease/properties/384885/california-village-square,"2220 Mountain Blvd, Oakland, CA 94611",Alameda County,"Retail, Office, Restaurant",Traditional Office,Multiple,1,,FALSE,696
https://www.crexi.com/lease/properties/301224/california-2081-arena-blvd,"2081 Arena Blvd, Sacramento, CA 95834",Sacramento County,"Retail, Office, Restaurant","Executive Office, Mixed Use, Shopping Center",Multiple,"24,000",,FALSE,"8,928"
https://www.crexi.com/lease/properties/300968/california-city-heights-center,"4421 University Ave, San Diego, CA 92105",San Diego County,"Retail, Office, Restaurant","Medical Office, Shopping center, Commercial",Multiple,"108,741",,TRUE,"1,192"
https://www.crexi.com/lease/properties/973552/california-800-bruce-rd,"800 Bruce Rd, Chico, CA 95928",Butte County,"Retail, Office, Restaurant",Executive Office,Multiple,"3,500",,TRUE,"2,400"
https://www.crexi.com/lease/properties/112178/california-2491-first-street,"2491-2495 1st St., Livermore, CA 94550",Alameda County,"Retail, Office, Restaurant","Executive Office, Traditional Storefront",Multiple,"7,150",,FALSE,"6,196"
https://www.crexi.com/lease/properties/1021029/california-3304---3314-sepulveda-blvd,"3304 - 3314 Sepulveda Blvd, Torrance, CA 90505",Los Angeles County,"Retail, Office, Restaurant",Executive Office,Multiple,"7,356",,FALSE,"10,856"
https://www.crexi.com/lease/properties/896970/california-chinatown-retail-office-space,"933 N Broadway, Los Angeles, CA 90012",,"Retail, Office, Restaurant",Creative Office,Single,,,FALSE,"5,000"
https://www.crexi.com/lease/properties/993381/california-columbia-plaza,"1856 Columbia Ave, Riverside, CA 92507",Riverside County,"Retail, Office, Restaurant",Medical Office,Multiple,"10,165",,TRUE,"10,165"
https://www.crexi.com/lease/properties/476355/california-3rd-and-mednik,"131-251 S Mednik Ave, East Los Angeles, CA 90022",Los Angeles County,"Retail, Office, Restaurant","End Cap, Restaurant, 2nd Generation, Shop Space",Multiple,"4,294",,FALSE,"2,883"
https://www.crexi.com/lease/properties/936084/california-12-bridges-retail-center,"720 Twelve Bridges Dr, Lincoln, CA 95648",Placer County,"Retail, Office, Restaurant",Medical Office,Multiple,"10,064",3,TRUE,"7,385"
https://www.crexi.com/lease/properties/474560/california-7901-7913-santa-monica-blvd,"7901-7913 Santa Monica Blvd, West Hollywood, CA 90046",Los Angeles County,"Retail, Restaurant",Storefront,Single,"2,361",,TRUE,"2,361"
https://www.crexi.com/lease/properties/707721/california-11281-santa-monica-blvd,"11281 Santa Monica Blvd, Los Angeles, CA 90025",Los Angeles County,"Retail, Restaurant",Commercial,Single,"1,650",,FALSE,"1,650"
https://www.crexi.com/lease/properties/323556/california-poinsettia-village,"7130 - 7188 Avenida Encinas, Carlsbad, CA 92011",San Diego County,"Retail, Restaurant",Shopping Center,Multiple,"179,401",,FALSE,"5,385"
https://www.crexi.com/lease/properties/353994/california-1951-telegraph-ave,"1951 Telegraph Ave, Oakland, CA 94612",Alameda County,"Retail, Restaurant",Restaurant,Multiple,"4,372",,FALSE,"3,723"
https://www.crexi.com/lease/properties/287158/california-14239-rosecrans-ave,"14239 Rosecrans Ave, La Mirada, CA 90638",Los Angeles County,"Retail, Restaurant",Shopping center,Multiple,"13,738",,FALSE,"3,423"
https://www.crexi.com/lease/properties/950508/california-el-toro-trabuco,"22475 El Toro Rd, Lake Forest, CA 92630",Orange County,"Retail, Restaurant",Commercial,Multiple,"77,411",,FALSE,"3,730"
https://www.crexi.com/lease/properties/447123/california-madison-plaza,"6001 Madison Ave, Carmichael, CA 95608",Sacramento County,"Retail, Restaurant",Commercial,Multiple,"212,754",,TRUE,"8,100"
https://www.crexi.com/lease/properties/1049386/california-4745-carpinteria-ave,"4745 Carpinteria Ave, Carpinteria, CA 93013",Santa Barbara County,"Retail, Restaurant",Mixed use,Single,"2,000",,TRUE,"2,000"
https://www.crexi.com/lease/properties/929608/california-clinton-keith-village-shopping-center,"24046 - 24088 Clinton Keith Rd, Wildomar, CA 92595",Riverside County,"Retail, Restaurant",Commercial,Multiple,"4,818",,FALSE,"4,818"
https://www.crexi.com/lease/properties/870273/california-3-baseline-restuarants,"225 E Baseline St, San Bernardino, CA 92410",,"Retail, Restaurant",3 STANDALONE RESTUARANTS HIGH,Multiple,"6,032",3,TRUE,"6,032"
https://www.crexi.com/lease/properties/474569/california-12109-ventura-place,"12109 Ventura Place, Los Angeles, CA 91604",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"5,348",,TRUE,"5,348"
https://www.crexi.com/lease/properties/1029988/ela-restaurant-bakery,"3727 E. 1st Street, Los Angeles, CA 90063, Los Angeles, US",,"Retail, Restaurant",Bakery,Single,"3,000",,TRUE,"3,000"
https://www.crexi.com/lease/properties/340106/california-third-and-traction,"806–820 E 3rd St, Los Angeles, CA 90013",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"66,800",,TRUE,"47,245"
https://www.crexi.com/lease/properties/301140/california-fulton-market-place,"1407 Fulton Rd, Santa Rosa, CA 95401",Sonoma County,"Retail, Restaurant",Commercial,Multiple,"102,478",,TRUE,"6,604"
https://www.crexi.com/lease/properties/971103/california-894-folsom-st,"894 Folsom St, San Francisco, CA 94107",San Francisco County,"Retail, Restaurant",,Single,"1,750",,FALSE,"1,750"
https://www.crexi.com/lease/properties/323576/california-the-crossings-at-corona,"I-15 & Cajalco Road, Corona, CA 92881",Riverside County,"Retail, Restaurant","Shopping Center, Commercial",Multiple,"962,326",,FALSE,"116,356"
https://www.crexi.com/lease/properties/1043524/california-moss-plaza,"1848 Westwood Blvd, Los Angeles, CA 90025",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"17,056",,TRUE,"1,453"
https://www.crexi.com/lease/properties/994531/california-634-broadway,"634 Broadway, San Diego, CA 92101",San Diego County,"Retail, Restaurant",Bar,Single,"3,000",,FALSE,"3,000"
https://www.crexi.com/lease/properties/987562/california-2101-harbor-blvd,"2101 Harbor Blvd, Costa Mesa, CA 92627",Orange County,"Retail, Restaurant","Bar, Freestanding",Multiple,840,,FALSE,840
https://www.crexi.com/lease/properties/340129/california-257-n-canon,"257 N Canon Dr, Beverly Hills, CA 90210",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"15,575",,TRUE,"7,577"
https://www.crexi.com/lease/properties/1017850/california-william-tell-house,"26955 State Route 1, Tomales, CA 94971",Marin County,"Retail, Restaurant",Restaurant,Multiple,"6,303",,TRUE,"6,303"
https://www.crexi.com/lease/properties/997788/california-4025-piedmont-ave,"4001 B & 4025 Piedmont Ave, Oakland, CA 94611",Alameda,"Retail, Restaurant",Commercial,Multiple,"2,411",,FALSE,"2,411"
https://www.crexi.com/lease/properties/1038185/california-cloud-kitchen,"42550 Albrae St, Fremont, CA 94538",Alameda County,"Retail, Restaurant",Modern Cloud Kitchen,Single,245,,FALSE,245
https://www.crexi.com/lease/properties/838764/california-2621-2661-springs-rd,"2621-2661 Springs Rd, Vallejo, CA 94591",Solano County,"Retail, Restaurant","Commercial, Anchor, Shopping Center",Multiple,"42,462",,TRUE,"21,255"
https://www.crexi.com/lease/properties/284917/california-robertson,"998 S Robertson, Los Angeles, CA 90035",Los Angeles County,"Retail, Restaurant","Office, Resturant, Takeout, Medical",Multiple,"1,350",,FALSE,"1,350"
https://www.crexi.com/lease/properties/1042845/california-gateway-chula-vista,"333 H St, Chula Vista, CA 91910",San Diego County,"Retail, Restaurant",Commercial,Single,"1,719",,TRUE,"1,719"
https://www.crexi.com/lease/properties/965223/california-silver-lake-retail-next-to-all-day-baby,"3208 W Sunset Blvd, Los Angeles, CA 90026",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"11,496",,TRUE,840
https://www.crexi.com/lease/properties/331842/california-gateway-corporate-center,"21660 & 21700 Copley Dr, Diamond Bar, CA 91765",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"17,141",,TRUE,"1,030"
https://www.crexi.com/lease/properties/979499/california-restaurant-for-lease,"15040 Valley Blvd, Fontana, CA 92335",San Bernardino County,"Retail, Restaurant",Comercial,Single,"2,000",,TRUE,"1,300"
https://www.crexi.com/lease/properties/990979/california-pearl-street,"520 Pearl St, San Diego, CA 92037",San Diego County,"Retail, Restaurant","Commercial, Mixed Use",Multiple,"1,400",,TRUE,"1,400"
https://www.crexi.com/lease/properties/965121/california-5320-n-figueroa-st,"5320 N Figueroa St, Los Angeles, CA 90042",Los Angeles County,"Retail, Restaurant",,Single,"1,616",,TRUE,"1,616"
https://www.crexi.com/lease/properties/622387/california-705-w-capitol-expressway,"705 W Capitol Expy, San Jose, CA 95136",Santa Clara County,"Retail, Restaurant",Commercial,Multiple,"6,600",2,FALSE,"3,000"
https://www.crexi.com/lease/properties/812893/california-4th-milliken-retail-center,"11226 Fourth St, Rancho Cucamonga, CA 91730",San Bernardino County,"Retail, Restaurant",Commercial,Multiple,"5,309",,FALSE,"2,750"
https://www.crexi.com/lease/properties/971790/california-407-walnut-st-ab,"407 Walnut St A&B, Chico, CA 95928",Butte County,"Retail, Restaurant",Commercial,Single,"2,700",,TRUE,"2,700"
https://www.crexi.com/lease/properties/1033164/california-2102-union-st,"2102 Union St, San Francisco, CA 94123",San Francisco County,"Retail, Restaurant",Commercial,Single,"1,000",,FALSE,"1,000"
https://www.crexi.com/lease/properties/956781/california-11031-11061-santa-monica,"11031-11061 Santa Monica Blvd, Los Angeles, CA 90025",Los Angeles County,"Retail, Restaurant","Commercial, Shopping Center, Retail Center",Multiple,"8,767",,TRUE,"4,274"
https://www.crexi.com/lease/properties/925931/california-495-the-promenade-n,"495 The Promenade N, Long Beach, CA 90802",Los Angeles County,"Retail, Restaurant",Ground floor restaurant/retail availability underneath newly-constructed apartment units,Single,,,FALSE,"5,621"
https://www.crexi.com/lease/properties/25232/california-rancho-temecula-town-center,"39540-39848 Winchester Road, Temecula, CA 92591",Riverside County,"Retail, Restaurant",Shopping Center,Multiple,"165,496",,FALSE,"27,852"
https://www.crexi.com/lease/properties/981718/california-1109-s-pacific-coast-hwy,"1109 S Pacific Coast Hwy, Redondo Beach, CA 90277",Los Angeles County,"Retail, Restaurant",Commercial,Single,"2,704",,FALSE,"2,704"
https://www.crexi.com/lease/properties/474537/california-8755-melrose-ave,"8755 Melrose Ave, West Hollywood, CA 90069",Los Angeles County,"Retail, Restaurant","Commercial, Restaurant",Single,"3,832",,FALSE,"3,832"
https://www.crexi.com/lease/properties/855297/california-meridian,"1415 L St, Sacramento, CA 95814",Sacramento County,"Retail, Restaurant",Commercial,Multiple,"3,991",,FALSE,"4,891"
https://www.crexi.com/lease/properties/340155/california-477-479-n-rodeo-dr,"477 N Rodeo Dr, Beverly Hills, CA 90210",Los Angeles County,"Retail, Restaurant",Coffee Shop,Single,930,,TRUE,930
https://www.crexi.com/lease/properties/885449/california-1465-e-vista-way,"1465 E Vista Way, Vista, CA 92084",San Diego County,"Retail, Restaurant",Commercial,Multiple,"4,262",,FALSE,"1,578"
https://www.crexi.com/lease/properties/989693/california-the-plaza-at-golden-valley,"19001-19415 Golden Valley Rd, Santa Clarita, CA 91387",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"600,000",,FALSE,"7,982"
https://www.crexi.com/lease/properties/700629/massachusetts-2754-sand-dune-avenu,"2754 Sand Dune Avenue, Marina, CA 93933",Monterey County,"Retail, Restaurant",Commercial,Multiple,"2,476",,FALSE,"2,476"
https://www.crexi.com/lease/properties/340145/california-7046-hollywood-blvd,"7046 Hollywood Blvd, Los Angeles, CA 90028",Los Angeles County,"Retail, Restaurant",Storefront,Single,"34,687",,TRUE,"34,687"
https://www.crexi.com/lease/properties/838519/california-twohy-retail,"200 S 1st St, San Jose, CA 95113",,"Retail, Restaurant","Pub, Bar, Fast Food, Hair Salon, Jamba, Donut Shop",Multiple,"45,610",,FALSE,"1,750"
https://www.crexi.com/lease/properties/612405/california-town-center-square,"10920, 10990 & 11010  Foothill Blvd, Rancho Cucamonga, CA 91730",San Bernardino County,"Retail, Restaurant",Commercial,Multiple,"51,603",,FALSE,"44,394"
https://www.crexi.com/lease/properties/28945/california-french-valley-village-center,"NEC Winchester Rd/Hwy 79 & Benton Rd, Winchester, CA 92596",Riverside County,"Retail, Restaurant","Commercial, Shopping Center, Hair Salon",Multiple,"113,928",,FALSE,"3,088"
https://www.crexi.com/lease/properties/898034/california-495-bay-st,"495 Bay St, San Francisco, CA 94133",San Francisco County,"Retail, Restaurant",Commercial,Single,913,,FALSE,913
https://www.crexi.com/lease/properties/973734/california-853---857-n-la-cienega-blvd-west,"853 - 857 N La Cienega Blvd, Los Angeles, CA 90069",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"8,300",,FALSE,"8,300"
https://www.crexi.com/lease/properties/751666/california-university-gateway,"3335 S Figueroa St, Los Angeles, CA 90007",Los Angeles County,"Retail, Restaurant",Shop,Multiple,"11,372",2,TRUE,"11,372"
https://www.crexi.com/lease/properties/54772/california-retail-restaurant-and-pad-space,"91 FWY & Artesia Blvd, Cerritos, CA 90621",Los Angeles County,"Retail, Restaurant","Shop Space, Restaurant Space",Multiple,"517,613",,FALSE,"31,964"
https://www.crexi.com/lease/properties/1033645/california-sec-first-st-bullard-ave,"5754 N First St, Fresno, CA 93710",Fresno County,"Retail, Restaurant",Restaurant,Multiple,"2,050",,FALSE,"2,050"
https://www.crexi.com/lease/properties/704068/california-two-hundred-pine-street,"200 Pine St, SF, CA 94104",,"Retail, Restaurant","Cafe, Fast Food",Multiple,0,,FALSE,"4,110"
https://www.crexi.com/lease/properties/974403/california-the-shops-at-livermore,"3000-3090 W. Jack London Blvd, Livermore, CA 94551",Alameda County,"Retail, Restaurant","Fitness, Entertainment, Service",Multiple,"3,971",2,TRUE,"3,971"
https://www.crexi.com/lease/properties/793206/california-1601-north-main-street,"1601 N Main St, Walnut Creek, CA 94596",Contra Costa County,"Retail, Restaurant",Commercial,Multiple,"1,553",,FALSE,"1,553"
https://www.crexi.com/lease/properties/353923/california-alamedas-vibrant-retail-corridor,"1320-1364 Park Street, Alameda, CA 94501",Alameda County,"Retail, Restaurant",Commercial,Multiple,"16,615",,FALSE,"9,945"
https://www.crexi.com/lease/properties/1000541/california-4880-telephone-road,"4880 Telephone Rd, Ventura, CA 93003",Ventura County,"Retail, Restaurant",Commercial,Multiple,"252,000",,FALSE,"7,220"
https://www.crexi.com/lease/properties/542713/california-mccall-square-i,"McCall Square I, Menifee, CA 92585",Riverside County,"Retail, Restaurant",commercial,Multiple,"13,100",,FALSE,"1,750"
https://www.crexi.com/lease/properties/672711/california-2-agoura-village-center,"29020 Agoura Rd, Agoura Hills, CA 91301",Los Angeles County,"Retail, Restaurant",Salon,Multiple,"19,481",,TRUE,934
https://www.crexi.com/lease/properties/531373/california-3221-w-temple-street,"3221 W Temple St, Los Angeles, CA 90026",Los Angeles County,"Retail, Restaurant",Commercial,Single,750,,FALSE,750
https://www.crexi.com/lease/properties/1033168/california-1700-post-st,"1700 Post St, San Francisco, CA 94115",San Francisco County,"Retail, Restaurant",Bar,Multiple,"7,987",,FALSE,"7,987"
https://www.crexi.com/lease/properties/844537/california-54850-twentynine-palms-highway,"54850 29 Palms Hwy, Yucca Valley, CA 92284",San Bernardino County,"Retail, Restaurant","Bar, Commercial, 2nd Gen. Restaurant space",Single,"5,000",,FALSE,"5,000"
https://www.crexi.com/lease/properties/719709/california-899-traction-ave,"899 Traction Ave, Los Angeles, CA 90013",Los Angeles County,"Retail, Restaurant",Bar,Single,"3,000",,FALSE,"3,000"
https://www.crexi.com/lease/properties/963208/california-5920-5926-atlantic-blvd,"5902-5926 Atlantic Blvd, Maywood, CA 90270",,"Retail, Restaurant","medical, retail, restaurant",Multiple,"10,428",,FALSE,"10,428"
https://www.crexi.com/lease/properties/759082/california-north-point-landing,"3848 McHenry Avenue, Modesto, CA 95356",Stanislaus County,"Retail, Restaurant",Commercial,Multiple,"152,812",,FALSE,"8,155"
https://www.crexi.com/lease/properties/850958/california-former-restaurant-with-hood-and-walk-in,"1847 Bellevue Rd, Atwater, CA 95301",Merced County,"Retail, Restaurant",Office,Single,,,FALSE,"2,000"
https://www.crexi.com/lease/properties/648661/california-nec-atlantic-ave-santa-ana-st,"8050 Atlantic Ave, Cudahy, CA 90201",,"Retail, Restaurant",Drive-Thru,Single,"1,364",,FALSE,"1,364"
https://www.crexi.com/lease/properties/581476/california-3129-w-sunset-blvd,"3129 W Sunset Blvd, Los Angeles, CA 90026",Los Angeles County,"Retail, Restaurant","Restaurant, Commercial",Single,"3,766",,TRUE,"3,766"
https://www.crexi.com/lease/properties/399713/california-6334-el-cajon-blvd,"6334 El Cajon Blvd, San Diego, CA 92115",San Diego County,"Retail, Restaurant",Kitchen,Multiple,200,,FALSE,200
https://www.crexi.com/lease/properties/845871/california-9100-9150-reseda-blvd,"9100 Reseda Blvd, Los Angeles, CA 91324",Los Angeles County,"Retail, Restaurant",Shopping Center,Multiple,"116,981",,TRUE,"8,210"
https://www.crexi.com/lease/properties/59237/california-the-pavilion,"803-819 State Street; 8-12 W. De La Guerra Street, Santa Barbara, CA 93101",Santa Barbara County,"Retail, Restaurant",Strip Center,Multiple,"59,781",,TRUE,"8,989"
https://www.crexi.com/lease/properties/884885/california-orange-show,"510 W Orange Show Rd, San Bernardino, CA 92408",,"Retail, Restaurant","Retail, Restaurant",Single,"4,800",,TRUE,"4,800"
https://www.crexi.com/lease/properties/710149/california-2700--4000-sf-restaurant-space,"4114 Sepulveda Blvd, Culver City, CA 90230",Los Angeles County,"Retail, Restaurant","Cafe, Commercial",Multiple,"13,945",,FALSE,"9,295"
https://www.crexi.com/lease/properties/985220/california-foothill-ranch,"26741, 26761, 26771, 26781, 26795 Portola Pkwy, Foothill Ranch, CA 92610",Orange County,"Retail, Restaurant","Commercial, Shopping Center",Multiple,"42,086",,FALSE,"5,255"
https://www.crexi.com/lease/properties/668908/california-12056-carson-st,"12056 E carson street, Hawaiian Gardens, CA 90716",Los Angeles County,"Retail, Restaurant",Commercial,Single,"12,375",,FALSE,"12,375"
https://www.crexi.com/lease/properties/420381/california-hyatt-house-la,"2200 Trojan Wy, Los Angeles, CA 90033",,"Retail, Restaurant","Event space, mixed use, restaurant",Multiple,"14,000",,FALSE,"9,311"
https://www.crexi.com/lease/properties/115875/california-japan-center-east-west,"1737 Post Street - Japan Center, San Francisco, CA 94115",San Francisco County,"Retail, Restaurant",Strip Center,Multiple,"100,000",9,FALSE,"17,984"
https://www.crexi.com/lease/properties/1018803/california-241-west-east-ave-chico-ca,"241 W East Ave, Chico, CA 95926",Butte County,"Retail, Restaurant","food service, sandwich shop",Single,"7,700",,FALSE,"2,764"
https://www.crexi.com/lease/properties/923306/california-2nd-generation-drive-thru-salinas-ca,"945 Abbott St, Salinas, CA 93901",Monterey County,"Retail, Restaurant","Restaurant, Drive Thru, 2nd Generation",Single,"2,500",,FALSE,"2,500"
https://www.crexi.com/lease/properties/834903/california-redondo-shores,"401 N Pacific Coast Hwy, Redondo Beach, CA 90277",,"Retail, Restaurant","Shopping Center, restaurant, retail",Multiple,"106,799",38,FALSE,"10,759"
https://www.crexi.com/lease/properties/348345/california-temescal-village-plaza,"NWC MAGNOLIA AVENUE AND RIMPAU AVENUE, Corona, CA 92879",Riverside County,"Retail, Restaurant","Retail, Big Box, restaurant",Multiple,0,3,FALSE,"2,320"
https://www.crexi.com/lease/properties/986000/california-8386-beverly-blvd,"8386 Beverly Blvd, West Hollywood, CA 90048",Los Angeles County,"Retail, Restaurant",Commercial,Single,"2,350",,FALSE,"2,350"
https://www.crexi.com/lease/properties/319394/california-120-n-robertson-boulevard,"120 N Robertson Blvd, Los Angeles, CA 90048",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"5,642",,FALSE,"4,057"
https://www.crexi.com/lease/properties/99983/california-8590-sunset-boulevard,"8590 Sunset Boulevard, West Hollywood, CA 90069",Los Angeles County,"Retail, Restaurant",Storefront,Multiple,"5,724",,FALSE,"4,207"
https://www.crexi.com/lease/properties/320864/california-4403-elkhorn-blvd,"4307 - 4419 Elkhorn Blvd, Sacramento, CA 95842",Sacramento County,"Retail, Restaurant","Strip Center, veterinary",Multiple,"3,984",,FALSE,"3,984"
https://www.crexi.com/lease/properties/327200/california-1957-foothill-parkway-rd,"1957 Foothill Parkway Rd, Corona, CA 92881",Riverside County,"Retail, Restaurant",Retail,Single,"4,000",,TRUE,"4,000"
https://www.crexi.com/lease/properties/886558/california-5250-w-el-segundo-blvd,"5250 W El Segundo Blvd, Hawthorne, CA 90250",Los Angeles County,"Retail, Restaurant",Commercial,Single,"6,875",,FALSE,"6,875"
https://www.crexi.com/lease/properties/353317/california-galleria,"2405 Capitol St, Fresno, CA 93721",Fresno County,"Retail, Restaurant",Retail,Multiple,"11,250",7,FALSE,"1,205"
https://www.crexi.com/lease/properties/845882/california-5211-york-blvd,"5211 York Blvd, Los Angeles, CA 90042",,"Retail, Restaurant",,Single,906,,FALSE,906
https://www.crexi.com/lease/properties/319323/california-407-colorado-avenue,"407 Colorado Ave, Santa Monica, CA 90401",,"Retail, Restaurant","Commercial, retail",Multiple,"4,707",,TRUE,"4,707"
https://www.crexi.com/lease/properties/1038751/california-696-s-new-hampshire-ave---hallasan,"696 S New Hampshire Ave, Los Angeles, CA 90005",,"Retail, Restaurant","Cafe, Fitness, Restaurant",Multiple,"2,832",2,FALSE,"2,832"
https://www.crexi.com/lease/properties/399723/california-949-ruff-drive,"949 Ruff Dr, San Jose, CA 95110",Santa Clara County,"Retail, Restaurant",Kitchen,Multiple,200,,FALSE,200
https://www.crexi.com/lease/properties/1020606/california-corner-space-former-juice-fitness-space,"8101 Long Beach Blvd, South Gate, CA 90280",Los Angeles County,"Retail, Restaurant","Cafe, Juice Bar, Fitness, Retail, Desserts",Multiple,"18,750",18,FALSE,"2,100"
https://www.crexi.com/lease/properties/758762/california-4420-coffee-rd,"4420-4580 Coffee Rd, Bakersfield, CA 93308",Kern County,"Retail, Restaurant",Commercial,Multiple,"94,012",,FALSE,"2,100"
https://www.crexi.com/lease/properties/935567/california-swc-yosemite-and-elm,"1301 E Yosemite Ave, Madera, CA 93638",Madera County,"Retail, Restaurant","Drive Thru, Car Wash, Coffee, Bank, Pharmacy, Drug Store",Multiple,"12,000",,FALSE,"12,000"
https://www.crexi.com/lease/properties/301156/california-novato-fair-sc,"900 Diablo Ave, Novato, CA 94947",Marin County,"Retail, Restaurant","Commercial, Strip Center",Multiple,"133,485",,TRUE,"27,962"
https://www.crexi.com/lease/properties/750486/california-24-south-park-st,"24 S Park St, San Francisco, CA 94107",San Francisco County,"Retail, Restaurant",Commercial,Single,"1,600",,FALSE,"1,600"
https://www.crexi.com/lease/properties/399883/california-chino-hills-marketplace,"4200 Chino Hills Pkwy #400, Chino Hills, CA 91709",San Bernardino County,"Retail, Restaurant",Commercial,Multiple,"310,612",,TRUE,"3,642"
https://www.crexi.com/lease/properties/315066/california-1010-s-coast-highway-101,"1010 S. Coast Highway 101, Encinitas, CA 92024",San Diego County,"Retail, Restaurant",Beach,Multiple,"13,858",,TRUE,"6,507"
https://www.crexi.com/lease/properties/952262/california-2545-24th-st,"2545 24th St, San Francisco, CA 94110",San Francisco County,"Retail, Restaurant","Storage, Bar, Commercial",Multiple,"3,375",2,FALSE,"3,375"
https://www.crexi.com/lease/properties/459757/california-238-n-canon-drive,"238 N Canon Dr, Beverly Hills, CA 90210",,"Retail, Restaurant","retail/restaurant, rooftop",Multiple,"8,477",,FALSE,"8,477"
https://www.crexi.com/lease/properties/1033133/california-8654-sunset-boulevard,"8654 Sunset Blvd, West Hollywood, CA 90069",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"4,012",,TRUE,"4,012"
https://www.crexi.com/lease/properties/994646/california-county-faire,"NEC Placerville Rd & Fair Ln, Placerville, CA 95667",El Dorado County,"Retail, Restaurant",Comnmercial,Multiple,"95,449",,TRUE,"68,750"
https://www.crexi.com/lease/properties/925934/california-683-geary-street,"683 Geary St, San Francisco, CA 94102",San Francisco County,"Retail, Restaurant",Commercial,Multiple,795,2,FALSE,795
https://www.crexi.com/lease/properties/484041/california-1014-10th-st,"1014 10th St, Sacramento, CA 95814",,"Retail, Restaurant",deli,Multiple,"3,480",,FALSE,"3,480"
https://www.crexi.com/lease/properties/637133/california-1102-1108-valencia-street,"1108 Valencia Street, San Francisco, CA 94110",San Francisco County,"Retail, Restaurant",Commercial,Multiple,"1,434",,FALSE,"1,434"
https://www.crexi.com/lease/properties/917929/california-20790-hawthorne-blvd,"20790 Hawthorne Blvd, Torrance, CA 90503",,"Retail, Restaurant",,Multiple,"1,873",,TRUE,"1,873"
