data-page-selector,full_address,County,Property Type,Subtype,Tenancy,Total Building SqFt,Total Building Suites,has_parking,Vacant SqFt
https://www.crexi.com/lease/properties/1020854/california-kenneth-hahn-plaza,"11700-11860 S Wilmington Avenue, Compton, CA 90222",Los Angeles County,"Retail, Restaurant","Commercial, retail",Multiple,"3,540",,FALSE,"3,756"
https://www.crexi.com/lease/properties/887221/california-478-4th-place-solvang,"478 4th Pl, Solvang, CA 93463",Santa Barbara County,"Retail, Restaurant",Commercial,Single,"3,500",,TRUE,"3,500"
https://www.crexi.com/lease/properties/163085/california-19171931-n-bronson-ave,"1925 N Bronson Ave, Los Angeles, CA 90068",Los Angeles County,"Retail, Restaurant","Storefront, Strip Center, Shopping Center",Multiple,"13,075",,FALSE,"2,597"
https://www.crexi.com/lease/properties/319316/california-500-broadway,"500 Broadway, Santa Monica, CA 90401",Los Angeles County,"Retail, Restaurant","Grocer Space, retail",Multiple,"54,000",,TRUE,"54,000"
https://www.crexi.com/lease/properties/351836/california-16490-bolsa-chica-street,"16490 Bolsa Chica St, Huntington Beach, CA 92649",,"Retail, Restaurant",Shopping Center,Multiple,"21,387",,FALSE,"1,238"
https://www.crexi.com/lease/properties/770462/california-3199-jefferson-st-napa,"3199 Jefferson St, Napa, CA 94558",,"Retail, Restaurant",Freestanding Retail,Single,"6,208",3,TRUE,"6,208"
https://www.crexi.com/lease/properties/106201/california-aven-development,"1120 S Grand Ave, Los Angeles, CA 90015",,"Retail, Restaurant","Shop, Pet, Experiential, Entertainment, Golf Simulator, Cafe, Flower shop, Recreational Store, Fitness, Coffee, Retail",Multiple,"5,314",,FALSE,"5,314"
https://www.crexi.com/lease/properties/310494/california-rancho-mirage-marketplace,"36101 Bob Hope Dr, Rancho Mirage, CA 92270",,"Retail, Restaurant","Shopping Center, medical, options",Multiple,"98,500",3,FALSE,"10,617"
https://www.crexi.com/lease/properties/1039975/california-94-country-plaza---6955-6971-broadway,"6955 Broadway, Lemon Grove, CA 91945",,"Retail, Restaurant",Restaurant,Multiple,"13,128",1,TRUE,"1,200"
https://www.crexi.com/lease/properties/936976/california-2207-fillmore-street,"2207 Fillmore St, San Francisco, CA 94115",San Francisco County,"Retail, Restaurant","Bar, Cafe",Multiple,"2,000",,FALSE,"2,000"
https://www.crexi.com/lease/properties/66352/california-3rd-avenue--moss-street,"3rd Avenue & Moss Street, Chula Vista, CA 91911",San Diego County,"Retail, Restaurant","Free Standing, Power Center",Multiple,"118,000",,FALSE,"30,564"
https://www.crexi.com/lease/properties/324805/california-pavilion-west-shopping-center,"SWC Bullard & West Avenues, Fresno, CA 93711",Fresno County,"Retail, Restaurant","Restaurant, Retail",Multiple,"17,048",,FALSE,"17,048"
https://www.crexi.com/lease/properties/972339/california-1080-garnet-ave,"1080 Garnet Ave, San Diego, CA 92109",,"Retail, Restaurant",Commercial,Single,"6,056",,TRUE,"1,180"
https://www.crexi.com/lease/properties/1031612/california-2080-sf-freestanding-building-or-entitled-drive-thru,"131 College Ave, Santa Rosa, CA 95401",,"Retail, Restaurant",Quick Service Restaurant,Single,"3,080",,FALSE,"3,080"
https://www.crexi.com/lease/properties/974184/california-309-hyde-st,"309 Hyde St, San Francisco, CA 94109",San Francisco County,"Retail, Restaurant","Commercial, Cafe",Single,942,,FALSE,942
https://www.crexi.com/lease/properties/925070/california-high-visibility-freestanding-corner-restaurant-w41000-aadt,"1546 Camden Ave, Campbell, CA 95008",,"Retail, Restaurant","Freestanding, Restaurant",Single,"1,130",,TRUE,"1,130"
https://www.crexi.com/lease/properties/983215/california-4140-n-first-street,"4140 N First St, Fresno, CA 93726",,"Retail, Restaurant","Shopping Center, Car Wash",Multiple,"28,314",1,TRUE,"28,314"
https://www.crexi.com/lease/properties/773179/california-13625-ventura-blvd,"13625 Ventura Blvd, Sherman Oaks, CA 91423",Los Angeles County,"Retail, Restaurant",Bar,Single,"3,704",,FALSE,"3,704"
https://www.crexi.com/lease/properties/1053208/california-2400-broadway,"2400 Broadway, Oakland, CA 94612",Alameda County,"Retail, Restaurant",Creative Office,Single,"7,000",,FALSE,"3,500"
https://www.crexi.com/lease/properties/837782/california-401-taylor-street,"401 Taylor St, San Francisco, CA 94102",San Francisco County,"Retail, Restaurant",Hotel,Multiple,"5,727",3,FALSE,"5,727"
https://www.crexi.com/lease/properties/166612/california-14845-monarch-boulevard,"14845 Monarch Blvd, Victorville, CA 92395",San Bernardino County,"Retail, Restaurant",Strip Center,Multiple,0,,FALSE,"9,700"
https://www.crexi.com/lease/properties/290798/california-bridgeworks,"230 Fifth Ave, San Diego, CA 92101",San Diego County,"Retail, Restaurant",Storefront Retail,Multiple,0,,FALSE,"5,600"
https://www.crexi.com/lease/properties/725183/california-2401-mission-street,"2401 Mission St, San Francisco, CA 94110",San Francisco County,"Retail, Restaurant",Commercial,Multiple,"3,107",,FALSE,"3,107"
https://www.crexi.com/lease/properties/1008617/california-3716-eagle-rock-boulevard,"3716 Eagle Rock Blvd, Los Angeles, CA 90065",,"Retail, Restaurant","Ghost Kitchen, Restaurant, Garden Bar",Multiple,"10,406",,FALSE,"10,406"
https://www.crexi.com/lease/properties/319375/california-the-boardwalk-at-marina-del-rey,"4625-4635 Admiralty Way, Marina del Rey, CA 90292",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"43,964",,TRUE,"33,171"
https://www.crexi.com/lease/properties/338377/california-the-shoppes-puente-hills-mall,"17501 Colima Rd, City of Industry, CA 91748",,"Retail, Restaurant","Restaurant, retail",Multiple,"20,174",9,TRUE,"1,400"
https://www.crexi.com/lease/properties/1030838/california-1217-1223-w-temple-street,"1217-1223 W Temple St, Los Angeles, CA 90026",Los Angeles County,"Retail, Restaurant",,Single,"2,460",,FALSE,"2,460"
https://www.crexi.com/lease/properties/1052106/california-manzanita-plaza,"4140 - 4150 Manzanita Ave, Carmichael, CA 95608",Sacramento County,"Retail, Restaurant","Shopping center, drive thru",Multiple,"20,317",,FALSE,"3,240"
https://www.crexi.com/lease/properties/447002/california-southampton-center,"890 Southampton rd, Benicia, CA 94510",Solano County,"Retail, Restaurant",Commercial,Multiple,"162,741",,TRUE,"8,915"
https://www.crexi.com/lease/properties/901982/california-the-times,"1722 S Coast Hwy, Oceanside, CA 92054",,"Retail, Restaurant",Commercial,Multiple,"51,929",,TRUE,"24,633"
https://www.crexi.com/lease/properties/963212/california-9128-van-nuys-blvd,"9128 Van Nuys Blvd, Los Angeles, CA 91402",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"1,090",,FALSE,"1,090"
https://www.crexi.com/lease/properties/848110/the-diggs,"1800 3rd St, Sacramento, CA 95811",,"Retail, Restaurant","Hospitality, Coffee, Bar",Multiple,"200,000",3,FALSE,"10,000"
https://www.crexi.com/lease/properties/929044/california-465-stony-point-rd,"465 Stony Point Rd, Santa Rosa, CA 95401",Sonoma County,"Retail, Restaurant",Commercial,Multiple,"1,500",,TRUE,"1,500"
https://www.crexi.com/lease/properties/436021/california-5640---5700-whitelock-rd,"5640 Whitelock Pkwy, Elk Grove, CA 95757",,"Retail, Restaurant",retail,Multiple,"4,914",,FALSE,"3,075"
https://www.crexi.com/lease/properties/1020669/california-2151-cowell-blvd,"2151 Cowell Blvd, Davis, CA 95618",Yolo County,"Retail, Restaurant",Sublease,Multiple,"6,740",,FALSE,"3,878"
https://www.crexi.com/lease/properties/276536/california-140-new-montgomery,"140 New Montgomery, San Francisco, CA 94105",San Francisco County,"Retail, Restaurant",Restaurant,Multiple,"6,372",,FALSE,"6,372"
https://www.crexi.com/lease/properties/902654/california-782-carol-ave,"782 Carol Ave, Merced, CA 95341",,"Retail, Restaurant",End Cap,Single,,,FALSE,"1,590"
https://www.crexi.com/lease/properties/300907/california-gateway-at-donner-pass,"11290 Donner Pass Rd, Truckee, CA 96161",Nevada County,"Retail, Restaurant",Shopping Center,Multiple,"81,449",,TRUE,"11,275"
https://www.crexi.com/lease/properties/378137/california-6529-e-brundage-ln,"6529 E Brundage Ln, Bakersfield, CA 93307",,"Retail, Restaurant","Freestanding, Gas station, QSR",Single,"6,200",,TRUE,"6,200"
https://www.crexi.com/lease/properties/722465/california-7111-melrose-ave,"7111 Melrose Ave, Los Angeles, CA 90036",Los Angeles County,"Retail, Restaurant",Commercial,Single,"1,600",,FALSE,"1,600"
https://www.crexi.com/lease/properties/1037163/california-101,"101 W Foothill Blvd, Azusa, CA 91702",,"Retail, Restaurant","Retail, Restaurant",Multiple,"18,684",,FALSE,"18,684"
https://www.crexi.com/lease/properties/824199/california-shoppes-at-westlake-village,"30730-30780 Russell Ranch Road, Westlake Village, CA 91362",Los Angeles County,"Retail, Restaurant","Commercial, 2nd Generation Salon Space, Service, 2nd generation restaurant",Multiple,"240,000",,TRUE,"10,117"
https://www.crexi.com/lease/properties/801712/california-4301-w-jefferson-blvd,"4301 W Jefferson Blvd, Los Angeles, CA 90016",Los Angeles County,"Retail, Restaurant",Commercial,Single,"5,083",,FALSE,"5,083"
https://www.crexi.com/lease/properties/100073/california-valley-country-market,"20929 Ventura Blvd, Woodland Hills, CA 91364",Los Angeles County,"Retail, Restaurant",Storefront,Multiple,"34,684",,FALSE,"26,380"
https://www.crexi.com/lease/properties/417264/california-ashtree-square,"1029 E Shaw Ave, Fresno, CA 93710",,"Retail, Restaurant","shopping center, restaurant",Multiple,"80,877",,FALSE,"30,931"
https://www.crexi.com/lease/properties/945615/california-axis-on-twelfth,"1200 S Broadway, Los Angeles, CA 90015",Los Angeles County,"Retail, Restaurant","Fitness, Restaurant, Market, Gallery",Multiple,"10,000",,FALSE,"7,406"
https://www.crexi.com/lease/properties/99494/california-oakbrook-shopping-center,"SWC Avenida De Los Arboles / Erbes Road, Thousand Oaks, CA 91362",Ventura County,"Retail, Restaurant","Community Shopping Center, bank",Multiple,0,,FALSE,"1,050"
https://www.crexi.com/lease/properties/1036252/california-plaza-del-valle,"11912 Valley Blvd, El Monte, CA 91732",Los Angeles County,"Retail, Restaurant","Inline, Endcap",Multiple,"7,860",,FALSE,"7,860"
https://www.crexi.com/lease/properties/147008/california-the-livingston-building,"605 - 725 High Street, Auburn, CA 95603",Placer County,"Retail, Restaurant",Storefront,Multiple,"39,182",,FALSE,"19,091"
https://www.crexi.com/lease/properties/447025/california-stony-point-plaza,"2001 Sebastopol RD, Santa Rosa, CA 95407",Sonoma County,"Retail, Restaurant",Commercial,Multiple,"194,569",,TRUE,"3,267"
https://www.crexi.com/lease/properties/788176/california-100-brannan-stree,"100 Brannan St, San Francisco, CA 94107",San Francisco County,"Retail, Restaurant",,Single,"4,137",,FALSE,"4,137"
https://www.crexi.com/lease/properties/971027/california-former-vitamin-shoppe,"5600 E 7th St, Long Beach, CA 90814",,"Retail, Restaurant","Bakery and Coffee, Convenience Store, Bank/Credit Union, quick service restaurant",Single,"3,725",,TRUE,"3,725"
https://www.crexi.com/lease/properties/1021393/california-1354-third-street,"1354 3rd Street Promenade, Santa Monica, CA 90401",,"Retail, Restaurant",Commercial,Multiple,"2,400",,TRUE,"2,400"
https://www.crexi.com/lease/properties/972164/california-california-marketplace,"450 S Western Ave, Los Angeles, CA 90020",,"Retail, Restaurant","Restaurant, Gym, Cafe, Bakery, Juice Bar, Chocaltier, Beverage, DIning, Spa, Fitness, Wellness, Aesthetic, Experiential Retail, Clinic, Bubble Tea, Bar, Lounge, Salon, Cocktails, Yoga, Pilates, Golf Simulator",Multiple,"91,883",,TRUE,"18,313"
https://www.crexi.com/lease/properties/1010639/california-23780-newhall-ave,"23780 Newhall Ave, Santa Clarita, CA 91321",Los Angeles County,"Retail, Restaurant","Religious Center, Theater, Gym, Child Care Facility",Single,"23,600",,TRUE,"23,600"
https://www.crexi.com/lease/properties/497511/california-sand-creek-crossing,"2440 Sand Creek Rd, Brentwood, CA 94513",Contra Costa County,"Retail, Restaurant","Shopping, Storefront",Multiple,"251,753",37,TRUE,"18,300"
https://www.crexi.com/lease/properties/938172/california-1550-church-street,"1550 Church St, San Francisco, CA 94131",San Francisco County,"Retail, Restaurant",Commerical,Single,"3,200",,FALSE,"3,200"
https://www.crexi.com/lease/properties/858827/california-5924-5930-york-blvd,"5924-5930 York Blvd, Los Angeles, CA 90042",Los Angeles County,"Retail, Restaurant",Commercial,Single,"4,138",,FALSE,"4,138"
https://www.crexi.com/lease/properties/782417/california-swc-highway-99-and-ave-185,"18463 Rd 23, Madera, CA 93637",Madera County,"Retail, Restaurant",Drive-Thru,Single,"1,800",,FALSE,"1,800"
https://www.crexi.com/lease/properties/710498/california-1300-battery,"1300 Battery St, San Francisco, CA 94111",San Francisco County,"Retail, Restaurant",Commercial,Single,"3,997",,FALSE,"3,997"
https://www.crexi.com/lease/properties/1033665/california-sec-lakewood-blvd-gallatin-rd,"9500 Lakewood Blvd, Downey, CA 90240",Los Angeles County,"Retail, Restaurant","Commercial, Endcap",Multiple,"1,627",,FALSE,"1,627"
https://www.crexi.com/lease/properties/208559/california-18955---18973-ventura-blvd,"18955 - 18973 Ventura Blvd, Los Angeles, CA 91356",Los Angeles,"Retail, Restaurant",Strip Center,Multiple,"21,691",,TRUE,"6,100"
https://www.crexi.com/lease/properties/399880/california-chico-crossroads,"2051 Dr MLK Jr Pkwy, Chico, CA 95928",Butte County,"Retail, Restaurant",Commercial,Multiple,"244,950",,TRUE,"44,550"
https://www.crexi.com/lease/properties/886437/california-civic-square,"814 W El Camino Real, Sunnyvale, CA 886437",Santa Clara County,"Retail, Restaurant",Neighborhood Center,Multiple,"40,860",,TRUE,"13,793"
https://www.crexi.com/lease/properties/976484/california-600-cannery-row,"600 Cannery Row, Monterey, CA 93940",,"Retail, Restaurant",Commercial,Single,"9,448",,TRUE,"9,448"
https://www.crexi.com/lease/properties/319539/california-734-740-e-3rd-street-702-traction-avenue,"702 E 3rd St, Los Angeles, CA 90013",,"Retail, Restaurant",,Multiple,"8,300",,FALSE,"1,200"
https://www.crexi.com/lease/properties/405618/california-ramona-plaza,"1300 - 1480 E Florida Ave, Hemet, CA 92544",,"Retail, Restaurant",retail,Multiple,"102,000",,TRUE,"11,000"
https://www.crexi.com/lease/properties/446938/california-pavilions-place,"16400 Beach Blvd, Westminster, CA 92683",Orange County,"Retail, Restaurant",Commecial,Multiple,"205,066",,TRUE,"7,580"
https://www.crexi.com/lease/properties/683449/california-373-broadway,"373 Broadway, San Francisco, CA 94133",San Francisco County,"Retail, Restaurant","Commercial, Retail",Multiple,"4,542",,FALSE,"4,542"
https://www.crexi.com/lease/properties/927720/california-encino-oaks-shopping-center,"17320 Ventura Blvd, Los Angeles, CA 91316",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"2,100",,FALSE,"2,100"
https://www.crexi.com/lease/properties/935311/california-360-pine-street,"360 Pine St, San Francisco, CA 94104",San Francisco County,"Retail, Restaurant",Commercial,Multiple,"4,000",,FALSE,"4,000"
https://www.crexi.com/lease/properties/979547/california-1-union-st,"1 Union St, San Francisco, CA 94111",San Francisco County,"Retail, Restaurant",Commercial,Single,715,,FALSE,715
https://www.crexi.com/lease/properties/948956/california-45-rincon-drive---town-center-marketplace-at-csuci,"45 Rincon Dr, Camarillo, CA 93012",Ventura County,"Retail, Restaurant","Grocery, Market, Pub, Cafe, Deli",Single,"26,400",,FALSE,"7,833"
https://www.crexi.com/lease/properties/836091/california-8535-sunset-boulevard,"8535 Sunset Blvd, West Hollywood, CA 90069",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"3,927",,FALSE,"1,450"
https://www.crexi.com/lease/properties/261279/california-crestview-village-shopping-center,"4006 Manzanita Ave, Carmichael, CA 95608",Sacramento County,"Retail, Restaurant","Storefront, Spa, Restaurant, massage",Multiple,"151,186",,FALSE,"83,967"
https://www.crexi.com/lease/properties/300920/california-la-verne-towne-center,"2462 Foothill Blvd, La Verne, CA 91750",Los Angeles County,"Retail, Restaurant",Shopping Center,Multiple,"226,872",,TRUE,"4,950"
https://www.crexi.com/lease/properties/882744/california-la-fiesta-square,"Mount Diablo Blvd. & Moraga Rd, Lafayette, CA 94549",Contra Costa County,"Retail, Restaurant","Commercial, Fitness, Storage, Lifestyle Center",Multiple,"74,355",,FALSE,"12,512"
https://www.crexi.com/lease/properties/985249/california-foothill-ranch-towne-centre,"Foothill Ranch Towne Centre, Lake Forest, CA 92610",Orange County,"Retail, Restaurant",Commercial,Multiple,"26,800",,FALSE,"26,800"
https://www.crexi.com/lease/properties/71167/california-coffee-at-riverlakes,"3900-4300 Coffee Road, Bakersfield, CA 93308",Kern County,"Retail, Restaurant",Strip Center,Single,"1,440",,FALSE,"1,440"
https://www.crexi.com/lease/properties/668690/california-514-n-la-cienega-blvd,"514 N La Cienega Blvd, West Hollywood, CA 90048",,"Retail, Restaurant",,Single,"3,824",,FALSE,"3,824"
https://www.crexi.com/lease/properties/990262/california-1066-sf-space-available,"614 Academy Ave, Sanger, CA 93657",,"Retail, Restaurant","Smoothie, Ice cream",Multiple,"1,066",,FALSE,"1,066"
https://www.crexi.com/lease/properties/895677/california-1640-14th-street,"1640 14th St, Santa Monica, CA 90404",Los Angeles County,"Retail, Restaurant","Commercial, Showroom",Multiple,"3,400",2,FALSE,"3,400"
https://www.crexi.com/lease/properties/776750/california-sycamore-hills-plaza,"2085 Base Line Rd, Upland, CA 91784",San Bernardino County,"Retail, Restaurant",2nd Gen QSR,Multiple,"2,891",,FALSE,"2,891"
https://www.crexi.com/lease/properties/456075/california-soma-square,"311 3rd St, SF, CA 94107",,"Retail, Restaurant","Commercial, Retail, Cafe",Multiple,"7,574",,TRUE,"7,574"
https://www.crexi.com/lease/properties/333299/california-1910-n-main-street,"1910 N Main St, Walnut Creek, CA 94596",Contra Costa County,"Retail, Restaurant",Commercial,Multiple,"8,895",1,TRUE,"3,929"
https://www.crexi.com/lease/properties/825251/california-greenstreet-center,"28662 Marguerite Pkwy, Mission Viejo, CA 92692",Orange County,"Retail, Restaurant","Commercial, Raw Shell, Fixturized Restaurant",Multiple,"10,294",,FALSE,"7,066"
https://www.crexi.com/lease/properties/1030827/california-sec-vineyard-avenue-riverside-drive,"2943-2961 Vineyard Ave, Ontario, CA 91761",San Bernardino County,"Retail, Restaurant","Commercial, Shopping Center",Single,671,,FALSE,671
https://www.crexi.com/lease/properties/917318/california-700-e-alosta-ave,"700 E Alosta Ave, Azusa, CA 91702",Los Angeles County,"Retail, Restaurant",Drive Thru,Single,"2,500",,FALSE,"2,500"
https://www.crexi.com/lease/properties/954292/california-587-eddy-street,"587 Eddy St, San Francisco, CA 94102",San Francisco County,"Retail, Restaurant",,Multiple,"2,600",,FALSE,"2,600"
https://www.crexi.com/lease/properties/53829/california-former-restaurant--end-cap,"20861-20871 Lassen St, Chatsworth, CA 91311",Los Angeles County,"Retail, Restaurant","retail, shell space",Multiple,"8,320",,TRUE,900
https://www.crexi.com/lease/properties/149926/california-369-pine-street,"369 Pine Street, San Francisco, CA 94104",San Francisco County,"Retail, Restaurant",Shopping center,Multiple,"4,473",,FALSE,"4,473"
https://www.crexi.com/lease/properties/922737/california-8768-w-sunset-boulevard,"8768 W. Sunset Boulevard, West Hollywood, CA 90069",Los Angeles County,"Retail, Restaurant",Commercial,Single,"4,430",,FALSE,"4,430"
https://www.crexi.com/lease/properties/972954/california-411-lincoln-blvd,"411 Lincoln Blvd, Los Angeles, CA 90291",Los Angeles County,"Retail, Restaurant",Commercial,Single,400,,TRUE,400
https://www.crexi.com/lease/properties/993729/california-10801090-westwood-boulevard,"1080/1090 Westwood Boulevard, Los Angeles, CA 90024",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"6,800",,FALSE,"6,800"
https://www.crexi.com/lease/properties/1033648/california-valencia-town-center,"24303 Town Center Dr, Santa Clarita, CA 91355",Los Angeles County,"Retail, Restaurant",Restaurants,Multiple,"29,481",,TRUE,"29,481"
https://www.crexi.com/lease/properties/972226/california-1029-n-lemoore-avenue---restaurant,"1029 N Lemoore Ave, Lemoore, CA 93245",,"Retail, Restaurant","restaurant, freestanding",Single,"2,573",,FALSE,"2,573"
https://www.crexi.com/lease/properties/248096/california-7555-pacific-avenue,"7555 Pacific Ave, Stockton, CA 95207",San Joaquin County,"Retail, Restaurant",Commercial,Multiple,"12,030",2,FALSE,"8,986"
https://www.crexi.com/lease/properties/198664/california-country-west-shopping-center,"5040 N West Ave, Fresno, CA 93711",,"Retail, Restaurant","Freestanding, restaurant",Multiple,"5,140",,FALSE,"2,790"
https://www.crexi.com/lease/properties/29001/california-bernardo-center,"16473 Bernardo Center Dr, San Diego, CA 92128",,"Retail, Restaurant","Restaurant, Dental Office, Retail, Art Studio, Medical, Office",Multiple,"83,220",,TRUE,"2,043"
https://www.crexi.com/lease/properties/301138/california-cupertino-village,"10983 N Wolfe Rd, Cupertino, CA 95014",Santa Clara County,"Retail, Restaurant","Shopping Center, Commercial",Multiple,"138,870",,TRUE,"7,407"
https://www.crexi.com/lease/properties/925439/california-ozel-plaza,"11400 Fourth St, Rancho Cucamonga, CA 91730",,"Retail, Restaurant","Plaza, Retail",Multiple,"16,300",,TRUE,"2,789"
https://www.crexi.com/lease/properties/385491/california-301-king-street,"301 King Street, San Francisco, CA 94158",San Francisco County,"Retail, Restaurant",Restaurant,Multiple,"6,472",,FALSE,"1,736"
https://www.crexi.com/lease/properties/1021405/california-1348-third-street-promenade,"1348 3rd Street Promenade, Santa Monica, CA 90401",Los Angeles County,"Retail, Restaurant",Commercial,Multiple,"2,200",,TRUE,"2,200"
https://www.crexi.com/lease/properties/1043520/california-400-bay-street,"400 Bay Street, San Francisco, CA 94133",San Francisco County,"Retail, Restaurant",Commercial,Single,875,,FALSE,875
https://www.crexi.com/lease/properties/1046219/california-coddington-mall,"1300 Coddingtown Center, Santa Rosa, CA 95401",Sonoma County,"Retail, Restaurant",Commercial,Multiple,"34,340",,FALSE,"34,340"
https://www.crexi.com/lease/properties/789378/california-438-grant-avenue,"438 Grant Ave, San Francisco, CA 94108",San Francisco County,"Retail, Restaurant",Showroom,Multiple,"7,478",,FALSE,"7,478"
https://www.crexi.com/lease/properties/738528/california-lone-tree-plaza,"Lone Tree Wy & Highway 4 By pass, Brentwood, CA 94531",Contra Costa County,"Retail, Restaurant",commercial,Multiple,"477,000",,FALSE,"23,479"
https://www.crexi.com/lease/properties/612614/california-91-n-raymond-ave,"91 N Raymond Ave, Pasadena, CA 91103",,"Retail, Restaurant",Restaurant,Multiple,"3,315",,FALSE,"3,315"
https://www.crexi.com/lease/properties/954484/california-2183-2185-mission-st,"2183-2185 Mission St, San Francisco, CA 94110",San Francisco County,"Retail, Restaurant",,Multiple,"7,415",,FALSE,"7,415"
https://www.crexi.com/lease/properties/313415/california-the-crossings-at-hosking,"The Crossings at Hosking, Bakersfield, CA 93307",Kern County,"Retail, Restaurant",Power Center,Multiple,"43,385",9,TRUE,"43,385"
https://www.crexi.com/lease/properties/301128/california-linda-mar-sc,"1380 Linda Mar Shopping Center, Pacifica, CA 94044",San Mateo County,"Retail, Restaurant","Commercial, Hair Salon",Multiple,"168,231",,TRUE,"28,834"
https://www.crexi.com/lease/properties/208704/california-18851-ventura-boulevard,"18851-18859 Ventura Blvd, Los Angeles, CA 91356",Los Angeles County,"Retail, Restaurant","Storefront, Stripcenter",Multiple,"15,000",,TRUE,"6,000"
https://www.crexi.com/lease/properties/300981/california-the-district-tustin-legacy,"2817 Park Ave, Tustin, CA 92782",Orange County,"Retail, Restaurant","Commercial, Nail Salon",Multiple,"687,965",,TRUE,"12,999"
https://www.crexi.com/lease/properties/146939/california-coloma-village,"11070 - 11082 Coloma Rd, Rancho Cordova, CA 95670",Sacramento County,"Retail, Restaurant",Shopping Center,Multiple,"4,121",,FALSE,"4,121"
https://www.crexi.com/lease/properties/895681/california-1650-euclid-street,"1650 Euclid St, Santa Monica, CA 90404",Los Angeles County,"Retail, Restaurant","Commercial, Retail",Multiple,"1,000",2,FALSE,"1,000"
https://www.crexi.com/lease/properties/978697/california-2500-watt-ave,"2500 Watt Ave, Sacramento, CA 95821",Sacramento County,"Retail, Restaurant",,Single,"7,208",,FALSE,"7,208"
https://www.crexi.com/lease/properties/300933/california-santee-trolley-square,"9846 Mission Gorge Rd, Santee, CA 92071",San Diego County,"Retail, Restaurant","Shopping center, Commercail, Retail Inline",Multiple,"312,754",,TRUE,"2,265"
https://www.crexi.com/lease/properties/876770/california-2030-west-8th-street,"2030 W 8th St, Los Angeles, CA 90057",,"Retail, Restaurant","Restaurant, Cafe, Convenience Store",Multiple,"44,011",,FALSE,"2,900"
https://www.crexi.com/lease/properties/301026/california-lakewood-plaza,"17220 Lakewood Blvd, Bellflower, CA 90706",Los Angeles County,"Retail, Restaurant","Shopping Center, Hair Salon, Commercial",Multiple,"113,233",,TRUE,"12,064"
https://www.crexi.com/lease/properties/592640/california-4000-4008-piedmont-ave,"4000 Piedmont Ave, Oakland, CA 94611",Alameda County,"Retail, Restaurant",Restaurant,Multiple,"13,887",,FALSE,"13,887"
https://www.crexi.com/lease/properties/963180/california-510-union-st,"510 Union St, San Francisco, CA 94133",San Francisco County,"Retail, Restaurant",Commercial,Single,"2,349",,FALSE,"2,349"
https://www.crexi.com/lease/properties/105064/california-park-fifth-trademark,"437 W 5th St, Los Angeles, CA 90013",,"Retail, Restaurant","Free Standing, Endcap, Fitness, Medspa, Gym, Convenience store, Restaurant, General Retail, Coffee, Cafe, Juice, Dessert",Multiple,"12,434",,FALSE,"12,434"
https://www.crexi.com/lease/properties/877454/california-243-w-2nd-street,"243 W 2nd St, Chico, CA 95928",,"Retail, Restaurant",retail,Single,"15,955",,FALSE,"4,936"
https://www.crexi.com/lease/properties/535992/california-5162-melrose-ave,"5162 Melrose Ave, Los Angeles, CA 90038",Los Angeles County,"Retail, Restaurant",Wine Bar,Single,"2,800",,TRUE,"2,800"
https://www.crexi.com/lease/properties/400128/california-greenhouse-marketplace,"699 Lewelling Blvd, San Leandro, CA 94579",Alameda County,"Retail, Restaurant",Commercial,Multiple,"142,618",,TRUE,"55,157"
https://www.crexi.com/lease/properties/147082/california-5948-auburn-blvd,"5948 Auburn Blvd, Citrus Heights, CA 95621",,"Retail, Restaurant",bar,Multiple,"20,056",,TRUE,"4,750"
https://www.crexi.com/lease/properties/301101/california-plaza-di-northridge,"19500 Plummer St, Bldg C, Northridge, CA 91324",Los Angeles County,"Retail, Restaurant","Commercial, Hair Salon",Multiple,"163,941",,TRUE,354
https://www.crexi.com/lease/properties/921901/california-prime-2nd-story-retail-space-for-lease-in-sacramento,"3830 Northgate Blvd, Sacramento, CA 95834",,"Retail, Restaurant","Restaurant, Storefront",Multiple,"7,320",,TRUE,"4,300"
https://www.crexi.com/lease/properties/897381/california-unit-k-ski-run-center,"3668 Lake Tahoe Blvd, South Lake Tahoe, CA 96150",,"Retail, Restaurant","Retail, Street Retail",Multiple,"19,631",,FALSE,884
https://www.crexi.com/lease/properties/923279/california-opera-plaza,"601 Van Ness Ave, San Francisco, CA 94102",San Francisco County,"Retail, Restaurant",Commercial,Multiple,"90,000",,TRUE,"5,000"
https://www.crexi.com/lease/properties/385058/california-9490-cuyamaca-street-suite-200,"9740 Cuyamaca St, Santee, CA 92071",San Diego County,"Retail, Restaurant","Multi-Tenant Retail Shopping Center, Retail",Multiple,"21,738",,FALSE,"1,370"
https://www.crexi.com/lease/properties/362741/illinois-retail-or-restaurant-pads,"1254 N Peach Ave, Fresno, CA 93727",Fresno County,"Retail, Restaurant",Shopping Center,Multiple,"3,150",1,FALSE,"3,150"
